2016-02-10-15-03-14	-0.21997292	0.10122099	0.081915048	0.05214253	 0.4211179	-0.25261003	 9.9999626	4.6882534e-05	
2016-02-10-15-03-24	-0.21996338	0.10121861	0.081917432	0.052144914	0.42112505	-0.25260884	 9.9999579	5.4035091e-05	
2016-02-10-15-03-33	 -0.219961	0.10121503	0.081915048	0.052144914	0.42112148	-0.2526148	 9.9999543	5.5227184e-05	
2016-02-10-15-03-43	-0.21995384	0.10121503	0.081918624	0.052123457	0.42109883	-0.25261361	 9.9999436	6.3571834e-05	
2016-02-10-15-03-52	-0.21995861	0.10121861	0.081919816	0.052141338	 0.4211179	-0.2526148	  9.999971	4.092207e-05	
2016-02-10-15-04-02	-0.21995742	0.10121145	0.08191624	0.05213657	0.42111313	-0.2526148	  9.999971	4.092207e-05	
2016-02-10-15-04-12	-0.21995146	0.10121026	0.081918624	0.052137762	0.42110836	-0.25261003	  9.999971	4.4498349e-05	
2016-02-10-15-04-21	-0.21995623	0.10121145	0.081913856	0.052134185	0.42111313	-0.25261957	 9.9999662	4.5690442e-05	
2016-02-10-15-04-31	-0.21995265	0.10122337	0.08191624	0.052131801	0.42111313	-0.25261599	 9.9999626	4.5690442e-05	
2016-02-10-15-04-40	-0.21995384	0.10121503	0.081911471	0.052135377	0.42111433	-0.25261957	  9.999965	5.0458813e-05	
2016-02-10-15-04-50	-0.21994908	0.10121861	0.081913856	0.052129417	0.42111552	-0.25261719	 9.9999638	5.4035091e-05	
2016-02-10-15-05-00	-0.21995027	0.10122218	0.081912663	0.052127033	0.42112148	-0.25260527	 9.9999614	5.9995555e-05	
2016-02-10-15-05-09	-0.21995265	0.10121622	0.081906703	0.052125841	0.42112029	-0.25261719	 9.9999805	3.8537885e-05	
2016-02-10-15-05-19	-0.21995265	0.10121265	0.081910279	0.052127033	0.42111552	-0.25261242	 9.9999853	4.2114163e-05	
2016-02-10-15-05-28	-0.21995027	0.10121026	0.081903127	0.052124649	0.42111313	-0.2526148	 9.9999746	4.3306256e-05	
2016-02-10-15-05-38	-0.21995146	0.10120788	0.081906703	0.052123457	0.42111075	-0.2526148	 9.9999722	4.4498349e-05	
2016-02-10-15-05-48	-0.21994788	0.10121503	0.081906703	0.052123457	0.42109883	-0.25261957	 9.9999626	4.8074627e-05	
2016-02-10-15-05-57	-0.21994669	0.10120788	0.081905511	0.05211988	0.42110598	-0.25261599	 9.9999757	4.8074627e-05	
2016-02-10-15-06-07	-0.21994669	 0.1012043	0.08189955	0.052117496	0.42110121	-0.25261361	  9.999965	5.0458813e-05	
2016-02-10-15-06-16	-0.21994431	0.10120907	0.081901935	0.052117496	0.42110836	-0.25261361	 9.9999638	5.8803462e-05	
2016-02-10-15-06-26	-0.21994431	0.10120192	0.081900743	0.052112728	0.42110717	-0.25261361	 9.9999877	3.7345792e-05	
2016-02-10-15-06-36	-0.21993954	0.10120669	0.08189955	0.052110343	0.42110956	-0.25261599	 9.9999769	4.092207e-05	
2016-02-10-15-06-45	-0.21994192	 0.1012043	0.08189955	0.052104383	0.42110479	-0.25261957	 9.9999746	4.092207e-05	
2016-02-10-15-06-55	-0.21994073	0.10121145	0.08189955	0.05211392	0.42111075	-0.25261719	 9.9999829	4.6882534e-05	
2016-02-10-15-07-04	-0.21994431	 0.1012043	0.081897166	0.052118688	0.42110717	-0.25261242	 9.9999686	4.8074627e-05	
2016-02-10-15-08-12	-0.22092421	0.096614744	0.082737592	0.15638866	0.14302649	-0.18874843	 9.9999603	4.8074627e-05	
2016-02-10-15-08-22	-0.22089083	0.096700575	0.082717326	0.15633263	0.14303007	-0.18874724	 9.9999555	5.0458813e-05	
2016-02-10-15-08-31	-0.22087533	0.096739914	0.082703021	0.15626111	0.14304676	-0.18874128	 9.9999638	5.4035091e-05	
2016-02-10-15-08-41	-0.22086579	0.096770908	0.082693484	0.15622058	0.14303841	-0.18874009	 9.9999567	6.2379741e-05	
2016-02-10-15-08-50	-0.22085387	0.096795942	0.08268514	0.15618481	0.14303722	-0.18873651	 9.9999722	4.3306256e-05	
2016-02-10-15-09-00	-0.22084911	0.096807863	0.082682755	0.15617647	0.14304318	-0.18873889	 9.9999757	4.092207e-05	
